,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511.1 Integrated Waste Management,BP 3511.1 Year Adopted,BP 3511.1 Year of Policy Update if applicable,BP 3511.1 Link to Policy,AR: 3511.1 Integrated Waste Management Regulation,AR 3511.1 Year Adopted,AR 3511.1 Year of Policy Update if applicable,AR 3511.1 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511.1: Path to PDF,BP3511.1: PDF Text,AR3511.1: Path to PDF,AR3511.1: PDF Text
67,12627940000000,Humboldt,Fieldbrook Elementary,Rural,Elementary School District,109,35,1,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030908&revid=euLJhOOk7gJe43BiH03XlA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030908&revid=YJFiUSRXKJ84S6MN0swU7g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,0,1.0,2.0,0,2.0,0.0,1.0,0.0,5.0,Fieldbrook_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 06062019 last reviewed date 06062019 board trustee belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendentprincipal designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendentprincipal designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendentprincipal designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendentprincipal designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendentprincipal designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual fieldbrook elementary school district,,
68,12628930000000,Humboldt,Jacoby Creek Elementary,Town,Elementary School District,462,34,1,2013,2013,https://4.files.edl.io/a9ed/12/20/19/172446-808b8ad5-4c23-45cf-899c-7fdb67c3c4c3.pdf,1.0,2013,2013,https://4.files.edl.io/0553/12/20/19/172446-d67cc32c-e028-48d2-9038-59090f465130.pdf,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,1,0,1,1.5,4.0,0,4.0,0.0,1.5,1.0,7.0,Jacoby_Creek_Elementary_BP3511_1.pdf,1 jacoby creek school district bp 35111 board policy business noninstructional operation integrated waste management board belief conservation water energy natural resource well protection environment essential health wellbeing community superintendent designee shall develop integrated waste management program reduce waste conserve natural resource protect environment program shall include specific strategy designed help district reduce waste generation improve efficiency using natural resource area operation superintendent designee may collaborate city county state agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate training opportunity student staff regarding benefit method conserving natural resource protecting environment,,
69,12629010000000,Humboldt,Klamath-Trinity Joint Unified,Rural,Unified School District,934,81,1,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030219&revid=GKNWSdpNVbehns2xzV25iw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030219&revid=M3MenWuS71YGyovvvRwtjg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,0,1,0.0,3.0,0,3.0,0.0,2.5,0.5,6.0,Klamath-Trinity_Joint_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 02122013 last reviewed date 02122013 board trustee belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual klamathtrinity joint unified school district,,
70,12629500000000,Humboldt,McKinleyville Union Elementary,Town,Elementary School District,905,59,1,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031405&revid=qFHizA0ZRQJQ8Yuv1pRxqQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031405&revid=AUd9h83MEtkTWgMdmheZ1A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,1,0,1,0.5,4.0,1,5.0,0.0,3.0,0.5,8.0,McKinleyville_Union_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 11082023 last reviewed date 11082023 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual mckinleyville union sd,,
71,12629760000000,Humboldt,Pacific Union Elementary,Town,Elementary School District,572,62,1,2019,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030920&revid=d3M3sH0NRZN7uWpP4AGslshKA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2019,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030920&revid=DFHfKPKiT2KWJfqiQ5pAfg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&isPndg=&PG=6,3.0,0,0,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.0,4.5,1,5.5,0.0,3.0,0.5,8.5,Pacific_Union_Elementary_Humbolt_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 06062019 last revised date 09092021 last reviewed date 09092021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual pacific union elementary school district,,
72,12630320000000,Humboldt,South Bay Union Elementary,Town,Elementary School District,828,76,1,2006,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030192&revid=3slsh679QjJzfjJ29iw7ZIrbQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2006,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030192&revid=0LzMe8kpVtplusBmZEUAnBj3Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&isPndg=&PG=6,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,1,0,0,1.0,4.0,0,4.0,0.0,3.0,0.0,7.0,South_Bay_Union_Elementary_Humboldt_BP3511_1.pdf,governing board belief conservation water energy natural resource protection environment implementation e district educational mission essential health wellbeing community superintendent designee shall develop implement costef incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling co organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use env operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing distric superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying f superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conservi management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board policy 35111 integrated waste management status adopted original adopted date 06212017 last revised date 08122021 last reviewed date 08122021 board policy manual south bay union elementary school district,,
73,12630400000000,Humboldt,Southern Humboldt Joint Unified,Rural,Unified School District,645,71,1,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030455&revid=tLhFU6UEYStZIVcOgtyIeA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030455&revid=dgwJlerapplus5M6xwtPv5S4g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,Southern_Humboldt_Joint_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 03252010 board trustee belief conservation water energy natural resource well protection environment essential health wellbeing community superintendent designee shall develop integrated waste management program reduce waste conserve natural resource protect environment cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management program shall include specific strategy designed help district reduce waste generation improve efficiency using natural resource area operation superintendent designee may collaborate city county state agency developing implementing district integrated waste management program cf 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate training opportunity student staff regarding benefit method conserving natural resource protecting environment cf 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction board policy manual southern humboldt joint unified school district,,
74,12630570000000,Humboldt,Trinidad Union Elementary,Rural,Elementary School District,168,63,1,2017,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031065&revid=4xzefV9PMrXQKWwQ92ubnA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2017,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031065&revid=vwyVnslshMTKricbgplusJweMZkA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,0,0,0,1,1.0,4.5,0,4.5,0.0,2.5,0.5,7.0,Trinidad_Union_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 04132017 last revised date 08052023 last reviewed date 08052023 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual trinidad union esd,,
75,12753820000000,Humboldt,Mattole Unified,Rural,Unified School District,35,40,1,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030322&revid=uplusK1UzrirMFIyXNEhauLxg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030322&revid=C8iKoFusR91pAOavYxjGXg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,0.0,1,0.0,0.0,1,0,0,0,0.5,3.5,0,3.5,0.0,3.0,0.0,6.5,Mattole_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 08102017 last reviewed date 08102017 board education belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual mattole unified school district,,
76,12755150000000,Humboldt,Eureka City Schools,Town,Unified School District,3686,74,1,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030728&revid=plusyj5RO31IbDSbtWgjTDTDQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030728&revid=PfBXlOthez9w9cjydF0P9w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,1.0,1.0,1,0,0,1,1.0,6.0,2,8.0,0.0,3.0,1.5,10.5,Eureka_City_Schools_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 03122013 last revised date 11182021 last reviewed date 11182021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual eureka city school,,
77,12768020000000,Humboldt,Fortuna Elementary,Town,Elementary School District,1269,77,1,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030743&revid=1JdJBVw26BrEwrpflYOCkw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030743&revid=o2ZifxTK0Splus3vgtGySxjcQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,5.5,0,5.5,0.0,3.0,1.0,8.5,Fortuna_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 04152012 last reviewed date 04152012 board trustee belief conservation water energy natural resource well protection environment essential health wellbeing community superintendent designee shall develop integrated waste management program reduce waste conserve natural resource protect environment program shall include specific strategy designed help district reduce waste generation improve efficiency using natural resource area operation superintendent designee may collaborate city county state agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate training opportunity student staff regarding benefit method conserving natural resource protecting environment board policy manual fortuna elementary school district,,
78,13630730000000,Imperial,Brawley Elementary,Town,Elementary School District,3901,87,1,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030712&revid=IwLsekqQe9fSslshplustzKRjIplusw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030712&revid=XesTL8z7b5xCrWh3Fpd2sw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,1.0,0.0,1,1,0,0,1.0,5.0,0,5.0,0.0,3.0,1.0,8.0,Brawley_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 11132012 last reviewed date 11132012 governing board belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual brawley elementary school district,,
79,13630810000000,Imperial,Brawley Union High,Town,High School District,2022,77,1,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030546&revid=hslshqUiY7MRzS1t3Vtvt0RNA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,,,,,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,2.5,6.5,0,6.5,0.0,3.0,0.5,9.0,Brawley_Union_High_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 12122012 last revised date 08112021 last reviewed date 08112021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual brawley union high school district,,
80,13630990000000,Imperial,Calexico Unified,Suburban,Unified School District,8146,93,1,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030714&revid=XM4QmECqTScUrkSwkvWriw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030714&revid=NC06B5ydY9iW3Huiqplus4xNA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,0,0,0,1.0,5.0,0,5.5,0.5,3.0,1.0,8.5,Calexico_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 07152010 last reviewed date 07152010 board education belief conservation water energy natural resource well protection environment essential health wellbeing community superintendent designee shall develop integrated waste management program reduce waste conserve natural resource protect environment program shall include specific strategy designed help district reduce waste generation improve efficiency using natural resource area operation superintendent designee may collaborate city county state agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate training opportunity student staff regarding benefit method conserving natural resource protecting environment board policy manual calexico unified school district,,
81,13631070000000,Imperial,Calipatria Unified,Town,Unified School District,1086,89,1,2007,2021,https://4.files.edl.io/7ce7/03/31/22/002756-cb0225f8-2660-495c-8904-95b29ffa8422.pdf,1.0,2007,2021,https://4.files.edl.io/7ce7/03/31/22/002756-cb0225f8-2660-495c-8904-95b29ffa8422.pdf,3.0,0,0,1,1.0,1.0,0,0.0,0.0,1,0,0,1,1.5,5.0,1,6.0,0.0,2.5,1.0,9.0,Calipatria_Unified_BP3511_1.pdf,board policy bp 35111 integrated waste management governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary original adopted date 11012001 last revised date 06012021 last reviewed date 06012021 adopted board trustee date 041707 august 23 2021,,
82,13631150000000,Imperial,Central Union High,Urban,High School District,4023,78,1,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030729&revid=qJWt1NWfeqm0mXb6Dnq4UQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030729&revid=Dwh8XSVbjZ2Jua3mXCMEPQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.0,0,1.5,0.5,0.5,0.5,4.5,Central_Union_High_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 09122023 last reviewed date 09122023 board trustee belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee may develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual central union high school district,,
83,13631490000000,Imperial,Holtville Unified,Town,Unified School District,1582,82,1,2006,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030651&revid=cTjlT2UzohPWpluso7plusFoKaDw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2006,2006,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030651&revid=cm4xMshTqG53Y5M0BleTmg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,0.0,0.0,0,0,0,0,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,Holtville_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 07202006 last revised date 11132017 last reviewed date 11132017 board education belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual holtville unified school district,,
84,13631800000000,Imperial,McCabe Union Elementary,Rural,Elementary School District,1164,49,1,2017,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030325&revid=V0CNrhHI7V5UVJRVqjvX9g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2017,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030325&revid=tienY2DKWALJi34T6fATkw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,1.0,0.0,0,0,0,0,0.0,3.0,0,3.5,0.5,3.0,0.0,6.5,McCabe_Union_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 06272017 last revised date 06222021 last reviewed date 06222021 business noninstructional operation bp 35111 integrated waste management governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation cf 0100 philosophy cf 3510 green school operation cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice cf 3300 expenditure purchase cf 3517 facility inspection superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program cf 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort cf 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary,,
